Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
12693,B0055TCURC,A3T0OTH5072YRE,"M. Reynard ""kairosdreaming""",2,2,3,1341273600,Larabar Peanut Butter & Jelly,"Peanut Butter & Jelly is comforting isn't it?  Something about that mix can bring you back to your childhood or make you think of comfort food.  Sadly, this bar isn't quite what I expected, but it still has it's good points.<br /><br />I like the Larabars, they can be quite delicious.  That being said, I think I've discovered that the ones not involving fruit (i.e. peanut butter, chocolate, etc.) are not as good tasting.  This one, I did like the taste of cherries that was in it, and the touch of salt.  But the peanut flavor just wasn't as good.  It wasn't very sweet, which is fine, but it didn't really taste peanutty either.  Just an average mix of flavors.<br /><br />The ingredients in this bar are very good though.  There's only four.  Dates, peanuts, cherries and sea salt.  That's it.  Which is incredible.  I like foods like that that only have a few ingredients and nothing overly processed.  The bar has 210 calories.  So it's not a light snack.  This is better for while you are exercising or as a meal replacement.  I had it as breakfast and it worked just fine at filling me up.  There is 10 grams of fat in the bar and 19 grams of sugar.  So like I said before, not a light snack by any means.  It does have 4 grams of fiber though, so that's healthy.  And there's a little bit of natural vitamins in there from the fruit.  Protein is 6 grams, which isn't huge, but isn't bad for after you've been running (or before!).<br /><br />I probably wouldn't get this flavor again.  I'll stick to the all fruit bars I think when it comes to the Larabars.<br /><br />Review by M. Reynard 2012"
12701,B000N648JU,A3U5PX7KDTCF51,wolff57,0,0,3,1349654400,Great Product but Terrible Packaging,"Short and sweet.....The product itself is top notch and my two GSD's love it. However, the last shipment looked like it was packaged by a three year old and thus it arrived via UPS with a can lid popped open spilling its contents over the other dented cans. Another case arrived seperately which was properly packaged using air pillows and was fine. Don't get sloppy Amazon. It will cost you customers."
12705,B000N648JU,A1278YQ7TLZ4GD,F. Berger,1,3,3,1185840000,Too watered down,"When used right out of the can,and even mixed over dry food two of my dogs had loose stool. Right on the verge of being the runs. So I have too strain out the solids and get rid of most of the liquid. Even so they love the taste, too bad of the latter."
12708,B001EQ5FY0,A1XVICNSC3OYXZ,Nicholas G. Knoll,2,2,3,1235001600,"Good, but not great.","The batter seems to require more moisture than the instructions call for and they don't give a baking time, but 4 minutes seems to work about right. The waffles taste more like regular waffles than Belgian Waffles. I was hoping they would have a more ""malty"" flavor."
12712,B001ELLB4S,AD1K5YH19B8VI,Chris G.,4,4,3,1327795200,Not as good as it used to be,"The ingredients have not been updated in the description, and are no longer accurate.<br />The ""New Formula!"" is actually a cheaper formula.  Nutiva has replaced the Organic Fair Trade Certified Chocolate with ""organic chocolate flavor"".<br />I'm not sure what ""organic chocolate flavor"" actually is, so I now make my own mix by combining <a href=""http://www.amazon.com/gp/product/B0012C2GFM"">Nutiva Organic Hemp Protein Hi Fiber, 3 Pound Bag</a> and <a href=""http://www.amazon.com/gp/product/B001E5E0Y2"">Navitas Naturals Organic Raw Cacao Powder, Mayan Superfood, 16-Ounce Pouches (Pack of 2)</a> and a little organic cane sugar."
12713,B001ELLB4S,A10KQBIE5AKUPR,Dan,4,4,3,1284854400,Good to know it's organic; not so great tasting,"I don't want to comment on how this protein shake affected my body.  I will only say that I worked out like usual and drank this powder mixed with milk and neither gained nor lost weight.  I like that there was no funny aftertaste (unlike some protein powders containing artificial sweeteners).<br /><br />I am giving this product three stars because I like that it is of organic and fair trade origin.<br /><br />I would have rated it higher, but I find that if I mix this with milk, the resulting shake feels gritty and has a weird and almost unpalatable taste.  If you mix too much powder with not enough milk the shake needs to be consumed quickly!  If not, you will have a jello-like substance that is best eaten with a spoon or mixed with more milk.<br /><br />The two containers I received were probably not well mixed.  I found that as I got closer to finishing the product the shakes I was making started to taste sweeter, so I wonder if the sugar was just not evenly distributed.  Given that this product is a powder, I don't think settling during shipment was a problem.<br /><br />At this point, I will probably not order this product again simply because I find it too hard to drink given the flavor and texture."
12715,B001ELLB4S,A20SH463E41VEJ,Sean,3,3,3,1276041600,Chocolate HempShake,"Tastes good, but barely any protein. If you want protein, get Nutiva's unflavored 50% protein powder. You can flavor it yourself. It's cheaper and has more protein."
12724,B001ELLB4S,A3I517529KWCR9,Mat,1,1,3,1331078400,excellent if made with Almond Milk and Bananas,"I am vegan and used to smoke pot and had no issues with eating stems and seeds.  I also didn't mind water with the plain hemp protein powder but this flavor made it nasty and slimy.<br /><br />However, a banana and some almond milk made it taste awesome, mouth watering awesome but it is cheaper to just get the 3 lb bag IMHO.<br /><br />It is healthy and wish it was more popular because maybe there would be demand for better flavor and quality but sadly, it is associated with Marijuana, the drug that is less addictive than caffeine but loaded with propaganda that make people fear using this extremely healthy food."
12726,B001ELLB4S,A21XISGVL7C6RM,Q.C.,1,1,3,1317859200,At least it's organic,"The shake is packed with goodness when it comes to fiber and it is only 80 calories per serving.The shake is filling. Plus the ingredients are certified as organic,which is a good thing. The only bad part is the taste. If you're looking for the smooth taste of milk chocolate or the sweet bitter taste of dark chocolate you won't find it in this shake. The best way I can describe the taste is ""earthy""."
12736,B001ELLB4S,A2U1S8Q26R0TMF,Mia,0,0,3,1349049600,The taste is alright,"I hate chocolate. I used to have this on subscribe and save because the two pack was cheaper than buying the other flavors individually. Unfortunately, the only two pack on subscribe and save was chocolate flavor. I was able to get past the taste despite really wanting to try the other flavors, but there were a few side effects to this particular brand of hemp mix.<br /><br />I would get really irritating tooth aches -- in my gums or teeth -- after I made a shake with this. I've narrowed it down to the inulin or the guar gum. I tried the Manitoba (vanilla) and never experienced an ache. I then tried the super berry version of Nutiva Hemp Shake and my tooth/gum pain returned. Also, I would never ever recommend the super berry flavor; it tastes like flintstones children's vitamins.<br /><br />Three stars go to a not-so-bad flavor. I think someone who actually likes chocolate will enjoy this flavor. However, some of the ingredients clearly gave me a reaction, so I couldn't give this product a full five stars. I think the inulin and guar gum are unnecessary ingredients, but I believe it's what they use to make this mix more 'mixable,' as compared to Manitoba's (which has only three ingredients total) 'sandier' texture. I don't mind the texture of Manitoba's. I don't need a smooth hemp shake, but the texture seems to really bother some other reviewers. If you prefer smoother over grittier, then try this one (but I hope you try them both to make your own comparison.)<br /><br />**Update 25/10/12<br /><br />I wanted to say that it would have to be the inulin. I was looking at the ingredients in a raw meal powder that I used to take and it has guar gum, and I never experienced gum or tooth pain with it.<br /><br />ALSO, in regards to how horrible the super berry flavor tastes: I tried it with apple juice today and it redeemed itself. I was trying to finish off the container that I still have and normally I mix my Manitoba hemp with water or apple juice and tried it with the super berry Nutiva. It actually tastes very good with apple juice -- they compliment eachother perfectly. I used soy and 7 grain milks before, so I would just recommend trying super berry with juice if you also think it tastes bad."
12753,B000LRIJC8,ATVAIVVNC4IGB,James Ozbirn,7,7,3,1205020800,Gyro Meat,Its  hard to find this Gyro Meat loaf. Once I found it I was instanly hungry for a Gyro Sandwich. I went to place my order and was pleased with the item price and then was hit with the shipping!!! Wow shipping was a little high. I figured it was due to the special shipping of meat. I think it took a little long and was not  to pleased with the shipping time. Over all the meat was great and I got my Gyro sandwich just  let down on the shipping.
12756,B000LRIJC8,A11BBY5YJWW361,Carlton D. Silvernail,0,0,3,1219708800,"Good meat, bad packaging",The meat is good but it came packed in a thin plastic wrap and put in to styrofoam packing with little protection.  When delivered the plastic wrap was ripped and in direct contact with the packing material.  The Ice pack were melted.  It would be better if packed with at least two plastic barriers and dry Ice.  I ordered meat from Ohmaha meats and I came packed in a styrofoam cooler with dry ice and in good condition.
